车辆名称,车辆评级,成交价格,成交时间,上牌时间,行驶里程,车辆所在地,使用性质,颜色
WEY/VV7/2020款 2.0T 自动 旗舰型,60AB,4.81万元,2026年01月,2020年01月,103249公里,赣州,非营运,黑色
荣威/E950/2016款 1.4T 自动 豪华版 油电混合,55BC,1.87万元,2026年01月,2016年09月,103575公里,上海,非营运,灰色
东南/A5翼舞/2019款 1.5 手动 豪华版 国V,70BB,1.10万元,2026年01月,2019年05月,90451公里,苏州,非营运,白色
现代/领动/2016款 1.6 自动 智炫精英型,70BB,3.21万元,2026年01月,2018年05月,104459公里,武汉,非营运,白色
大众/迈腾/2016款 2.0T 自动 智享豪华型,55BC,4.27万元,2026年01月,2016年06月,111581公里,天津,非营运,黑色
荣威/Ei5/2018款 互联网旗舰版 纯电动,65DC,1.80万元,2026年01月,2018年06月,152087公里,北京,非营运,灰色
凯迪拉克/XT5/2016款 2.0T 自动 28T豪华型四驱,85BB,7.07万元,2026年01月,2017年02月,168954公里,杭州,非营运,黑色
丰田/致享/2019款 1.5 自动 E魅动版 国VI,55CB,2.52万元,2026年01月,2019年08月,172779公里,北京,非营运,白色
长安/锐程CC/2020款 1.5T 自动 潮锐型,75AB,3.22万元,2026年01月,2020年04月,122892公里,深圳,非营运,白色
长安/逸动/2016款 1.6 手动 风尚型,95AA,0.51万元,2026年01月,2016年11月,139857公里,中山,非营运,红色
坦克/坦克300/2021款 越野版 2.0T 自动 挑战者,70AB,10.63万元,2026年01月,2021年09月,65928公里,深圳,非营运,其他
蔚来/蔚来ES8/2020款 415KM 六座版,65AB,7.65万元,2026年01月,2021年02月,208979公里,上海,非营运,其他
"中升车源
奔驰/GLA级/2022款 改款二 1.3T 自动 GLA 200",85AB,11.66万元,2026年01月,2023年02月,30253公里,东莞,非营运,红色
长安/CS35/2015款 1.6 自动 豪华型 国IV,40BC,1.20万元,2026年01月,2015年10月,88794公里,北京,非营运,白色
三菱/奕歌/2018款 1.5T 自动 梦想版前驱,65BB,3.80万元,2026年01月,2019年05月,101389公里,北京,非营运,白色
沃尔沃/S60新能源/2015款 S60L 2.0T 自动 E驱混动 T6智驭版,60DB,4.20万元,2026年01月,2016年07月,74124公里,上海,非营运,白色
长安欧尚/欧尚X5/2021款 改款 1.5T 自动 DCT豪华型,80BA,4.20万元,2026年01月,2021年09月,41573公里,石家庄,非营运,灰色
奥迪/Q5/2013款 2.0T 自动 40TFSI舒适型,50DC,4.40万元,2026年01月,2015年02月,120141公里,上海,非营运,黑色
起亚/佳乐/2013款 2.0 自动 标准版5座 国IV (进口),75BB,2.12万元,2026年01月,2014年11月,109342公里,上海,非营运,棕色
大众/桑塔纳/2016款 1.6 自动 风尚版,50BB,2.80万元,2026年01月,2018年01月,37051公里,成都,非营运,白色
大众/高尔夫/2011款 1.4T 自动 舒适型,60DC,1.25万元,2026年01月,2011年12月,119926公里,天津,非营运,蓝色
"中升车源
海马/S5/2017款 1.5T 自动 强动力版旗舰型",95AA,0.74万元,2026年01月,2017年09月,24550公里,佛山,非营运,红色
"中升车源
福特/福克斯三厢/2012款 1.6 自动 舒适型",95AA,0.79万元,2026年01月,2013年10月,163153公里,佛山,非营运,白色
吉利汽车/帝豪三厢/2016款 1.5 手动 向上版,80CC,0.44万元,2026年01月,2016年04月,226345公里,杭州,非营运,白色
大众/帕萨特/2014款 1.4T 手动 尊荣版,65BC,1.74万元,2026年01月,2014年03月,83555公里,郑州,非营运,黑色
丰田/凯美瑞/2007款 2.4 自动 240V至尊型,40CC,0.51万元,2026年01月,2007年02月,432602公里,北京,非营运,黑色
奇瑞/瑞虎3x/2018款 1.5 手动 精英版,95AA,1.20万元,2026年01月,2019年05月,40614公里,成都,非营运,白色
荣威/荣威iMAX8新能源/2022款 黄金版 纯电动,60BB,13.12万元,2026年01月,2024年01月,99345公里,郑州,租赁公司非营运,蓝色
现代/朗动/2012款 1.6 自动 GS时尚型,65BC,1.20万元,2026年01月,2014年01月,183499公里,惠州,非营运,白色
"中升车源
大众/速腾/2011款 1.4T 自动 技术型",65CC,0.75万元,2026年01月,2012年03月,165433公里,杭州,非营运,黑色
大众/凌渡/2021款 改款 1.4T 自动 280TSI DSG舒适版,65CB,5.93万元,2026年01月,2021年09月,110380公里,西安,非营运,白色
马自达/马自达6/2011款 2.0 自动 时尚型,45CB,0.72万元,2026年01月,2012年02月,123211公里,北京,非营运,红色
猎豹汽车/CS10/2017款 2.0T 自动 尊享型,80AB,1.18万元,2026年01月,2016年11月,36802公里,张家口,非营运,白色
"中升车源
起亚/K3/2020款 1.5 自动 新锐天窗版",80CB,3.79万元,2026年01月,2020年09月,40207公里,惠州,非营运,白色
"中升车源
奥迪/A3三厢/2020款 1.4T 自动 35TFSI进取型 国VI",70BB,5.48万元,2026年01月,2021年01月,47735公里,上海,非营运,红色
丰田/锐志/2006款 2.5 自动 V,55DB,0.78万元,2026年01月,2006年02月,165426公里,汕头,非营运,白色
马自达/马自达6/2013款 2.0 自动 时尚型,40CB,1.01万元,2026年01月,2014年02月,213088公里,上海,非营运,红色
日产/天籁/2013款 2.5 自动 XL-NAVI Tech智享版,45DC,2.96万元,2026年01月,2014年01月,161883公里,深圳,非营运,白色
五菱汽车/宏光/2015款 1.5 手动 S基本型 国IV,65BB,0.94万元,2026年01月,2015年09月,74986公里,潮州,非营运,灰色
"中升车源
别克/英朗三厢/2015款 1.5 手动 15N豪华型",55CC,1.03万元,2026年01月,2015年11月,96231公里,无锡,非营运,棕色
本田/XR-V/2015款 1.8 自动 VTi豪华版,60BB,3.57万元,2026年01月,2015年03月,202802公里,苏州,非营运,白色
"中升车源
奥迪/A6L/2012款 2.5 自动 30FSI豪华型",40CD,4.45万元,2026年01月,2013年07月,336357公里,无锡,非营运,黑色
马自达/马自达6/2013款 2.0 自动 时尚型,50DC,0.97万元,2026年01月,2014年01月,25482公里,北京,非营运,其他
比亚迪/宋新能源/2017款 1.5T 自动 DM豪华型四驱 混动,75BB,2.22万元,2026年01月,2017年12月,118397公里,西安,非营运,白色
福特/嘉年华两厢/2011款 1.5 自动 运动型,55BC,0.95万元,2026年01月,2012年07月,110967公里,无锡,非营运,黄色
别克/威朗三厢/2015款 1.5 自动 15S领先型,45BC,1.53万元,2026年01月,2016年02月,294584公里,西安,非营运,白色
斯巴鲁/森林人/2015款 2.0 自动 特装纪念版 (进口),50BB,5.62万元,2026年01月,2015年11月,54430公里,北京,非营运,白色
大众/迈腾/2015款 1.8T 自动 尊贵型,70BC,3.50万元,2026年01月,2014年12月,159646公里,北京,非营运,灰色
比亚迪/秦新能源/2016款 秦EV300 尊贵型 纯电动,50DB,1.26万元,2026年01月,2016年06月,105193公里,北京,非营运,白色
奔驰/GLB/2022款 GLB 220 时尚型,75CB,13.00万元,2026年01月,2022年09月,38146公里,临沂,非营运,灰色
长安/CS35/2017款 1.6 手动 豪华型,65BC,1.32万元,2026年01月,2018年02月,89873公里,上海,非营运,白色
日产/逍客/2017款 2.0L 自动 CVT精英版 国V,65DC,2.65万元,2026年01月,2018年07月,56378公里,杭州,非营运,红色
"中升车源
马自达/马自达6/2007款 2.0 自动 豪华型",50CC,0.49万元,2026年01月,2009年06月,155643公里,上海,非营运,红色
大众/宝来三厢/2004款 1.8T 自动 尊贵型,55BD,1.36万元,2026年01月,2005年09月,98597公里,北京,非营运,灰色
大众/途观/2010款 1.8T 自动 菁英版四驱,60CC,1.56万元,2026年01月,2011年07月,194619公里,天津,非营运,黑色
腾势/腾势Z9GT/2024款 1100四驱Ultra版,65AB,22.50万元,2026年01月,2024年09月,10812公里,太原,非营运,灰色
日产/逍客/2010款 2.0 自动 20X雷前驱,55DC,0.80万元,2026年01月,2010年11月,33830公里,深圳,非营运,黑色
比亚迪/宋新能源/2019款 1.5T 自动 DM智联锐享型 混动,80BB,2.89万元,2026年01月,2019年01月,54691公里,深圳,非营运,白色
别克/GL8/2017款 2.0T 自动 ES 28T旗舰型,75BB,9.77万元,2026年01月,2018年01月,170842公里,嘉兴,非营运,白色
五菱汽车/荣光/2014款 1.5 手动 S基本型,95AA,0.38万元,2026年01月,2016年03月,0公里,宁波,非营运,灰色
哈弗/哈弗H6/2017款 2.0T 自动 红标智尚型前驱,55BC,2.20万元,2026年01月,2017年12月,77647公里,邢台,非营运,黑色
比亚迪/秦新能源/2015款 1.5T 自动 双冠旗舰版,45DB,0.60万元,2026年01月,2016年07月,276369公里,石家庄,非营运,白色
奥迪/A3三厢/2017款 1.4T 自动 35TFSI时尚型,80BC,4.40万元,2026年01月,2017年08月,81132公里,宁波,非营运,红色
大众/宝来三厢/2019款 1.5 手动 舒适型 改款 国VI,70BB,3.29万元,2026年01月,2019年06月,73554公里,天津,非营运,白色
"中升车源
现代/悦动/2011款 1.6 自动 豪华型",70CC,0.61万元,2026年01月,2012年07月,102235公里,杭州,非营运,灰色
大众/捷达/2015款 1.4 手动 质惠版时尚型,55BC,1.55万元,2026年01月,2016年11月,72542公里,承德,非营运,白色
宝骏/730/2016款 1.5T 手动 豪华型7座,55BC,1.75万元,2026年01月,2017年08月,50855公里,北京,非营运,白色
Jeep/指南者/2017款 1.4T 自动 200T家享版四驱,90CB,2.27万元,2026年01月,2018年07月,90215公里,杭州,非营运,黑色
荣威/i6/2018款 1.5T 自动 20T互联网智尊版,60DC,1.17万元,2026年01月,2017年12月,103964公里,嘉兴,非营运,白色
长安/CS35/2016款 1.6 手动 豪华型 国V,75BD,0.88万元,2026年01月,2016年08月,69490公里,合肥,非营运,白色
小鹏汽车/G6/2023款 755超长续航 Pro,75BB,10.82万元,2026年01月,2024年05月,59823公里,杭州,非营运,灰色
现代/朗动/2012款 1.6 手动 GS时尚型,95AA,0.54万元,2026年01月,2013年08月,172404公里,东莞,非营运,黑色
日产/轩逸/2016款 1.6 自动 XL尊享版,65DC,2.90万元,2026年01月,2017年09月,80736公里,株洲,非营运,白色
北京越野/北京BJ40/2016款 2.3T 手动 40L尊享版四驱,70CB,2.21万元,2026年01月,2017年10月,318667公里,昆明,非营运,绿色
"中升车源
吉利汽车/帝豪三厢/2018款 1.5 自动 向上互联版",50DC,1.22万元,2026年01月,2018年05月,55448公里,福州,非营运,白色
"中升车源
奥迪/A6L/2016款 1.8T 自动 TFSI技术型",70BB,8.18万元,2026年01月,2016年06月,103920公里,东莞,非营运,黑色
大众/朗逸/2013款 1.6 自动 经典风尚版 改款,40CB,1.78万元,2026年01月,2014年06月,152149公里,西安,非营运,白色
雷诺/科雷傲/2012款 2.5 自动 舒适导航型前驱 (进口),60CC,1.24万元,2026年01月,2012年07月,149679公里,北京,非营运,白色
长安/CS35/2017款 1.6 自动 豪华型,50BC,2.34万元,2026年01月,2019年01月,134637公里,北京,非营运,白色
别克/君威/2009款 2.4 自动 精英型,95AA,0.90万元,2026年01月,2010年04月,51566公里,上海,非营运,红色
宝马/5系/2014款 2.0T 自动 525Li豪华设计套装,70CB,4.25万元,2026年01月,2014年01月,289163公里,南通,非营运,黑色
大众/速腾/2011款 1.6 手动 舒适型,55DC,0.90万元,2026年01月,2011年10月,90274公里,北京,非营运,灰色
大众/一汽-大众CC/2015款 2.0T 自动 豪华型,45DC,3.12万元,2026年01月,2015年06月,258261公里,北京,非营运,白色
"中升车源
日产/轩逸/2019款 1.6 自动 XV智联尊享版 国V",85AB,4.36万元,2026年01月,2019年01月,47988公里,扬州,非营运,白色
大众/尚酷两厢/2011款 1.4T 自动 单增压风尚版 (进口),75AD,3.00万元,2026年01月,2013年06月,106167公里,苏州,非营运,白色
长安/CS75/2017款 1.5T 自动 尚酷版锋享型,75BB,2.21万元,2026年01月,2018年09月,102507公里,深圳,非营运,白色
铃木/天语SX4两厢/2012款 1.6 自动 锐骑运动型,75AB,0.91万元,2026年01月,2012年10月,165593公里,乌鲁木齐,非营运,红色
别克/君威/2019款 1.5T 自动 20T精英型 国VI,65BB,5.65万元,2026年01月,2020年01月,69856公里,盐城,非营运,白色
林肯/飞行家（进口）/2020款 3.0T 自动 V6尊雅版 (进口),65CB,17.00万元,2026年01月,2020年05月,100810公里,南京,非营运,其他
坦克/坦克300/2021款 城市版 2.0T 自动 我看型,75BB,13.95万元,2026年01月,2022年08月,46411公里,深圳,非营运,黑色
比亚迪/唐新能源/2019款 2.0T 自动 DM智联创世版7座四驱 国VI 混动,75BC,5.12万元,2026年01月,2019年05月,137238公里,东莞,非营运,灰色
五菱汽车/宏光S3/2018款 1.5 手动 豪华型,95AA,1.87万元,2026年01月,2017年12月,88129公里,盘锦,非营运,白色
大众/捷达/2017款 1.4 手动 舒适型,95AA,2.13万元,2026年01月,2018年06月,64454公里,辽阳,非营运,白色
本田/锋范/2015款 1.5 自动 舒适版,80BB,2.79万元,2026年01月,2016年09月,110557公里,阜新,非营运,白色
奥迪/A6L/2021款 3.0T 自动 55TFSI尊享动感型四驱,85CA,20.00万元,2026年01月,2021年04月,17309公里,沈阳,非营运,黑色
"中升车源
雪佛兰/科鲁兹三厢/2009款 1.8 自动 SX",95AA,0.43万元,2026年01月,2009年11月,105492公里,重庆,非营运,红色
福特/蒙迪欧-致胜/2011款 2.0L GTDi200时尚型,70AB,0.62万元,2026年01月,2012年04月,111638公里,深圳,非营运,灰色
"中升车源
福特/福克斯两厢/2012款 1.6 自动 风尚型",40BC,0.52万元,2026年01月,2012年11月,143854公里,广州,非营运,黄色
"中升车源
五菱汽车/五菱荣光V/2016款 1.5 手动 实用型",50BD,0.72万元,2026年01月,2018年01月,110470公里,深圳,非营运,灰色
大众/凌渡/2019款 1.4T 自动 280TSI舒适版 国V,65CB,5.57万元,2026年01月,2019年01月,72429公里,重庆,非营运,白色
"中升车源
丰田/汉兰达/2011款 2.7 自动 豪华版7座",40DB,2.12万元,2026年01月,2012年03月,165366公里,哈尔滨,非营运,黑色
"中升车源
哈弗/哈弗F7/2020款 1.5T 自动 i潮前驱",75CC,3.80万元,2026年01月,2020年08月,57427公里,东莞,非营运,白色
三菱/欧蓝德/2021款 改款 2.0L 自动 两驱畅享版 5座,80BC,7.76万元,2026年01月,2022年01月,32231公里,泉州,非营运,白色
"中升车源
宝马/3系/2014款 2.0T 自动 320Li时尚型",55DC,3.05万元,2026年01月,2014年03月,269899公里,深圳,非营运,白色
五菱汽车/宏光/2014款 1.5L 手动 S标准型,30CC,0.84万元,2026年01月,2015年02月,149171公里,辽阳,非营运,棕色
荣威/550/2012款 1.8 手动 超值版,95AA,0.55万元,2026年01月,2013年01月,163706公里,南京,非营运,黑色
日产/轩逸/2016款 1.6 自动 XL尊享版,80BC,3.57万元,2026年01月,2017年08月,83755公里,阜新,非营运,白色
五菱汽车/宏光/2015款 1.2 手动 S基本型5-8座 国IV,55CB,0.90万元,2026年01月,2016年05月,88814公里,沈阳,非营运,棕色
日产/逍客/2011款 2.0 自动 XV雷前驱,95AA,1.95万元,2026年01月,2011年12月,169359公里,盘锦,非营运,白色
雷克萨斯/RX/2013款 2.7 自动 270精英版前驱 (进口),75BB,7.81万元,2026年01月,2014年03月,95018公里,鞍山,非营运,白色
标致/2008/2014款 1.6 自动 时尚版,45BB,1.34万元,2026年01月,2015年02月,73621公里,德阳,非营运,白色
五菱汽车/MINIEV/2020款 自在款 磷酸铁锂,80AB,0.90万元,2026年01月,2021年06月,55990公里,邯郸,非营运,蓝色
起亚/奕跑/2019款 1.4 自动 趣享版 国VI,85AB,3.09万元,2026年01月,2019年06月,35736公里,济南,非营运,其他
别克/君越/2016款 1.5T 自动 20T精英型,55CC,3.20万元,2026年01月,2016年08月,176902公里,保定,非营运,红色
马自达/马3昂克赛拉三厢/2016款 1.5 手动 舒适型,75BC,1.99万元,2026年01月,2015年10月,95646公里,杭州,非营运,白色
铃木/雨燕/2005款 1.3 手动 豪华型,95AA,0.31万元,2026年01月,2005年07月,123882公里,秦皇岛,非营运,红色
本田/雅阁/2011款 2.4 自动 LX,55DB,1.50万元,2026年01月,2011年06月,139614公里,温州,非营运,黑色
大众/途岳/2020款 1.4T 自动 280TSI舒适版前驱 国VI,55DB,4.72万元,2026年01月,2020年07月,185373公里,成都,非营运,蓝色
吉利汽车/帝豪三厢/2022款 1.5L 自动 第4代 旗舰型,65CB,3.59万元,2026年01月,2022年02月,51442公里,成都,非营运,灰色
坦克/坦克300/2021款 城市版 2.0T 自动 很有型,75DB,10.26万元,2026年01月,2022年02月,82607公里,承德,非营运,绿色
别克/昂科威Plus/2016款 1.5T 自动 20T领先型前驱,75BB,3.17万元,2026年01月,2016年02月,91772公里,济南,非营运,棕色
奇瑞/瑞虎7/2016款 2.0 自动 耀目版,80BC,1.72万元,2026年01月,2017年01月,162050公里,温州,非营运,白色
东南/DX3/2016款 1.5 手动 豪华型,45BB,0.68万元,2026年01月,2017年01月,47490公里,温州,非营运,红色
名爵/锐行/2016款 1.5T 自动 超值豪华版,45BC,0.82万元,2026年01月,2017年01月,79324公里,温州,非营运,白色
哈弗/哈弗H6 Coupe/2016款 蓝标 1.5T 自动 两驱精英型,60CD,1.64万元,2026年01月,2016年12月,120785公里,广州,非营运,白色
"中升车源
长安/CS75/2014款 1.8T 自动 尊贵型前驱 国IV",50BC,1.43万元,2026年01月,2015年02月,121214公里,成都,非营运,白色
大众/捷达/2017款 1.5 自动 时尚型,70BB,2.97万元,2026年01月,2019年01月,88961公里,石家庄,非营运,白色
宝马/5系/2020款 2.0T 自动 530Li领先型豪华套装,75AC,16.12万元,2026年01月,2020年08月,92144公里,东莞,非营运,灰色
宝骏/560/2015款 1.8 手动 豪华型,75AB,0.83万元,2026年01月,2015年12月,131871公里,深圳,非营运,红色
现代/领动新能源/2019款 1.6 自动 PHX乐行版 混动,60CC,2.70万元,2026年01月,2019年11月,220746公里,深圳,非营运,白色
大众/朗逸/2013款 1.6 手动 风尚版,65BB,0.90万元,2026年01月,2012年12月,130915公里,汕头,非营运,灰色
丰田/汉兰达/2009款 2.7 自动 精英版5座前驱,60BB,1.56万元,2026年01月,2010年06月,333863公里,温州,非营运,黑色
大众/速腾/2020款 1.4T 自动 280TSI豪华型 国VI,60BB,6.34万元,2026年01月,2021年01月,67295公里,中山,非营运,白色
